,Date,Location,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct
4400,10/03/2021,PR,70.7,79.5
4401,10/03/2021,HI,58.1,76.9
4402,10/03/2021,VA2,0.0,0.0
4403,10/03/2021,FM,37.4,43.2
4404,10/03/2021,AZ,51.3,59.5
4405,10/03/2021,AR,45.9,56.0
4406,10/03/2021,IN,48.6,52.4
4407,10/03/2021,KY,52.8,61.1
4408,10/03/2021,MP,60.1,62.9
4409,10/03/2021,LA,45.7,52.0
4410,10/03/2021,MA,68.1,77.7
4411,10/03/2021,GU,68.9,77.2
4412,10/03/2021,FL,57.4,67.1
4413,10/03/2021,OH,50.4,54.4
4414,10/03/2021,WA,61.0,67.4
4415,10/03/2021,IH2,36.1,43.5
4416,10/03/2021,VT,69.6,77.9
4417,10/03/2021,OK,47.9,56.9
4418,10/03/2021,MN,58.4,63.7
4419,10/03/2021,DD2,0.0,0.0
4420,10/03/2021,CT,69.0,76.6
4421,10/03/2021,ND,44.5,51.3
4422,10/03/2021,VI,44.9,51.6
4423,10/03/2021,CA,59.3,72.1
4424,10/03/2021,RP,86.8,99.4
4425,10/03/2021,DE,57.9,66.6
4426,10/03/2021,TX,51.4,59.8
4427,10/03/2021,SC,47.6,55.5
4428,10/03/2021,MT,48.6,55.0
4429,10/03/2021,LTC,0.0,0.0
4430,10/03/2021,WY,41.7,48.6
4431,10/03/2021,TN,45.6,52.8
4432,10/03/2021,WI,56.7,61.2
4433,10/03/2021,ME,68.7,74.3
4434,10/03/2021,US,55.9,64.8
4435,10/02/2021,AR,45.8,55.9
4436,10/02/2021,LA,45.6,51.9
4437,10/02/2021,HI,58.1,76.9
4438,10/02/2021,RP,86.8,99.4
4439,10/02/2021,AL,42.7,52.8
4440,10/02/2021,MP,60.1,62.9
4441,10/02/2021,PA,58.0,72.8
4442,10/02/2021,NM,63.4,72.7
4443,10/02/2021,VT,69.6,77.8
4444,10/02/2021,MI,52.5,57.3
4445,10/02/2021,VA2,0.0,0.0
4446,10/02/2021,IA,54.1,58.2
4447,10/02/2021,FM,37.4,43.2
4448,10/02/2021,IL,53.6,68.5
4449,10/02/2021,KY,52.7,61.0
4450,10/02/2021,AS,51.6,61.5
4451,10/02/2021,TX,51.3,59.7
4452,10/02/2021,IN,48.5,52.3
4453,10/02/2021,ND,44.4,51.2
4454,10/02/2021,OH,50.3,54.3
4455,10/02/2021,SC,47.4,55.4
4456,10/02/2021,FL,57.4,67.1
4457,10/02/2021,NH,61.6,70.2
4458,10/02/2021,WY,41.6,48.5
4459,10/02/2021,DD2,0.0,0.0
4460,10/02/2021,GA,45.7,55.1
4461,10/02/2021,MD,64.3,70.8
4462,10/02/2021,NE,54.7,59.5
4463,10/02/2021,ME,68.7,74.3
4464,10/02/2021,TN,45.6,52.8
4465,10/02/2021,CA,59.1,71.9
4466,10/02/2021,MN,58.3,63.6
4467,10/02/2021,KS,51.3,60.0
4468,10/02/2021,NY,63.9,71.5
4469,10/02/2021,VA,60.7,68.6
4470,10/02/2021,US,55.8,64.7
4471,10/02/2021,CT,68.9,76.4
4472,10/02/2021,MO,48.0,55.0
4473,10/02/2021,GU,68.9,77.2
4474,10/02/2021,SD,51.8,59.4
4475,10/02/2021,NV,50.8,60.9
4476,10/02/2021,LTC,0.0,0.0
4477,10/02/2021,DC,60.3,71.0
4478,10/02/2021,MH,34.2,39.0
4479,10/02/2021,NC,50.0,60.1
4480,10/02/2021,DE,57.9,66.6
4481,10/02/2021,IH2,36.1,43.5
4482,10/02/2021,MA,68.0,77.6
4483,10/02/2021,OR,60.9,66.7
4484,10/02/2021,MT,48.6,54.9
4485,10/02/2021,AK,50.8,57.5
4486,10/02/2021,BP2,0.0,0.0
4487,10/02/2021,WV,40.5,48.3
4488,10/02/2021,RI,68.4,75.4
4489,10/02/2021,ID,41.8,47.2
4490,10/02/2021,NJ,64.4,72.6
4491,10/02/2021,UT,50.9,59.1
4492,10/02/2021,CO,59.5,65.7
4493,10/02/2021,MS,43.6,50.2
4494,10/02/2021,WA,61.0,67.4
4495,10/02/2021,OK,47.8,56.7
4496,10/02/2021,VI,44.9,51.6
4497,10/02/2021,PR,70.7,79.5
4498,10/02/2021,AZ,51.2,59.4
4499,10/02/2021,WI,56.6,61.1
4500,10/01/2021,VI,44.8,51.5
4501,10/01/2021,CA,59.0,71.8
4502,10/01/2021,NY,63.8,71.4
4503,10/01/2021,KY,52.4,60.8
4504,10/01/2021,LTC,0.0,0.0
4505,10/01/2021,WY,41.6,48.5
4506,10/01/2021,MA,67.9,77.5
4507,10/01/2021,MH,34.2,39.0
4508,10/01/2021,RP,86.8,99.4
4509,10/01/2021,UT,50.8,59.0
4510,10/01/2021,AK,50.7,57.4
4511,10/01/2021,ME,68.6,74.2
4512,10/01/2021,FM,37.4,43.2
4513,10/01/2021,NE,54.7,59.5
4514,10/01/2021,NM,63.3,72.7
4515,10/01/2021,MD,64.2,70.7
4516,10/01/2021,GU,68.6,77.1
4517,10/01/2021,ID,41.7,47.1
4518,10/01/2021,TN,45.5,52.8
4519,10/01/2021,MI,52.3,57.1
4520,10/01/2021,AZ,51.1,59.4
4521,10/01/2021,CO,59.4,65.7
4522,10/01/2021,OH,50.3,54.3
4523,10/01/2021,VT,69.5,77.8
4524,10/01/2021,US,55.7,64.6
4525,10/01/2021,IH2,36.0,43.4
4526,10/01/2021,PA,57.9,72.7
4527,10/01/2021,FL,57.4,67.0
4528,10/01/2021,OK,47.7,56.7
4529,10/01/2021,NH,61.5,70.1
4530,10/01/2021,SC,47.3,55.3
4531,10/01/2021,MT,48.5,54.8
4532,10/01/2021,MP,60.0,62.9
4533,10/01/2021,IN,48.4,52.3
4534,10/01/2021,TX,51.2,59.6
4535,10/01/2021,AS,51.6,61.5
4536,10/01/2021,KS,51.2,60.0
4537,10/01/2021,GA,45.4,54.9
4538,10/01/2021,SD,51.8,59.3
4539,10/01/2021,MS,43.6,50.2
4540,10/01/2021,AL,42.6,52.7
4541,10/01/2021,VA,60.7,68.5
4542,10/01/2021,PR,70.7,79.5
4543,10/01/2021,DD2,0.0,0.0
4544,10/01/2021,CT,68.8,76.4
4545,10/01/2021,LA,45.5,51.8
4546,10/01/2021,VA2,0.0,0.0
4547,10/01/2021,NJ,64.4,72.6
4548,10/01/2021,DE,57.6,66.3
4549,10/01/2021,AR,45.7,55.8
4550,10/01/2021,MN,58.2,63.6
4551,10/01/2021,WV,40.4,48.2
4552,10/01/2021,NV,50.8,60.8
4553,10/01/2021,ND,44.3,51.1
4554,10/01/2021,RI,68.3,75.3
4555,10/01/2021,DC,60.2,70.9
4556,10/01/2021,OR,60.9,66.6
4557,10/01/2021,WI,56.5,61.0
4558,10/01/2021,IL,53.6,68.5
4559,10/01/2021,IA,54.1,58.2
4560,10/01/2021,HI,58.0,76.8
4561,10/01/2021,BP2,0.0,0.0
4562,10/01/2021,MO,48.0,54.9
4563,10/01/2021,NC,49.9,60.0
4564,10/01/2021,WA,60.9,67.3
4565,09/30/2021,IN,48.4,52.2
4566,09/30/2021,WV,40.4,48.2
4567,09/30/2021,AK,50.6,57.3
4568,09/30/2021,UT,50.6,59.0
4569,09/30/2021,ME,68.5,74.1
4570,09/30/2021,NJ,64.3,72.5
4571,09/30/2021,PA,57.8,72.5
4572,09/30/2021,IA,54.0,58.1
4573,09/30/2021,WA,60.8,67.2
4574,09/30/2021,AR,45.6,55.7
4575,09/30/2021,FL,57.3,66.9
4576,09/30/2021,BP2,0.0,0.0
4577,09/30/2021,NY,63.8,71.4
4578,09/30/2021,MA,67.9,77.4
4579,09/30/2021,WI,56.4,60.9
4580,09/30/2021,OK,47.6,56.6
4581,09/30/2021,ND,44.2,51.0
4582,09/30/2021,CO,59.4,65.6
4583,09/30/2021,VA2,0.0,0.0
4584,09/30/2021,SD,51.7,59.2
4585,09/30/2021,AS,51.1,61.4
4586,09/30/2021,IL,53.5,68.4
4587,09/30/2021,NE,54.7,59.4
4588,09/30/2021,CT,68.7,76.2
4589,09/30/2021,VA,60.6,68.4
4590,09/30/2021,US,55.6,64.6
4591,09/30/2021,NV,50.8,60.8
4592,09/30/2021,MS,43.5,50.2
4593,09/30/2021,NH,61.5,69.9
4594,09/30/2021,TX,51.1,59.5
4595,09/30/2021,VT,69.5,77.7
4596,09/30/2021,DE,57.6,66.3
4597,09/30/2021,PR,70.3,79.2
4598,09/30/2021,MT,48.5,54.8
4599,09/30/2021,ID,41.6,47.1
4600,09/30/2021,NM,63.2,72.6
4601,09/30/2021,RP,86.7,98.9
4602,09/30/2021,LTC,0.0,0.0
4603,09/30/2021,DC,60.1,70.8
4604,09/30/2021,MD,64.1,70.7
4605,09/30/2021,NC,49.8,59.8
4606,09/30/2021,MP,60.0,62.8
4607,09/30/2021,AZ,51.1,59.3
4608,09/30/2021,OR,60.8,66.6
4609,09/30/2021,TN,45.4,52.7
4610,09/30/2021,KS,51.1,59.9
4611,09/30/2021,MH,34.0,38.8
4612,09/30/2021,AL,42.6,52.7
4613,09/30/2021,GU,68.3,77.0
4614,09/30/2021,MI,52.3,57.0
4615,09/30/2021,CA,59.0,71.7
4616,09/30/2021,RI,68.3,75.3
4617,09/30/2021,DD2,0.0,0.0
4618,09/30/2021,VI,44.5,51.4
4619,09/30/2021,MN,58.2,63.5
4620,09/30/2021,GA,45.4,54.9
4621,09/30/2021,OH,50.2,54.2
4622,09/30/2021,WY,41.6,48.5
4623,09/30/2021,FM,37.3,43.1
4624,09/30/2021,IH2,36.0,43.4
4625,09/30/2021,KY,52.3,60.7
4626,09/30/2021,HI,57.9,76.7
4627,09/30/2021,MO,47.9,54.8
4628,09/30/2021,LA,45.4,51.7
4629,09/30/2021,SC,47.3,55.2
4630,09/29/2021,AR,45.5,55.7
4631,09/29/2021,LTC,0.0,0.0
4632,09/29/2021,IN,48.3,52.2
4633,09/29/2021,IA,53.9,58.1
4634,09/29/2021,NY,63.6,71.2
4635,09/29/2021,FM,37.2,43.1
4636,09/29/2021,AK,50.5,57.2
4637,09/29/2021,ME,68.5,74.1
4638,09/29/2021,VT,69.4,77.6
4639,09/29/2021,BP2,0.0,0.0
4640,09/29/2021,LA,45.3,51.7
4641,09/29/2021,VA,60.5,68.3
4642,09/29/2021,MD,64.1,70.6
4643,09/29/2021,PA,57.8,72.4
4644,09/29/2021,SD,51.6,59.1
4645,09/29/2021,WV,40.4,48.1
4646,09/29/2021,AS,51.1,61.4
4647,09/29/2021,TN,45.3,52.6
4648,09/29/2021,MO,47.9,54.8
4649,09/29/2021,OK,47.5,56.5
4650,09/29/2021,WA,60.7,67.1
4651,09/29/2021,US,55.5,64.5
4652,09/29/2021,MA,67.9,77.4
4653,09/29/2021,NJ,64.3,72.4
4654,09/29/2021,DC,60.1,70.7
4655,09/29/2021,WI,56.4,60.9
4656,09/29/2021,CO,59.3,65.5
4657,09/29/2021,VA2,0.0,0.0
4658,09/29/2021,PR,70.3,79.2
4659,09/29/2021,CA,58.9,71.6
4660,09/29/2021,ND,44.0,50.9
4661,09/29/2021,RI,68.2,75.2
4662,09/29/2021,AZ,51.0,59.2
4663,09/29/2021,FL,57.1,66.8
4664,09/29/2021,MH,33.6,38.7
4665,09/29/2021,MT,48.4,54.7
4666,09/29/2021,MI,52.2,56.9
4667,09/29/2021,SC,47.2,55.2
4668,09/29/2021,WY,41.5,48.4
4669,09/29/2021,MS,43.4,50.1
4670,09/29/2021,GU,68.0,76.8
4671,09/29/2021,HI,57.8,76.7
4672,09/29/2021,GA,45.3,54.8
4673,09/29/2021,NM,63.0,72.4
4674,09/29/2021,VI,44.4,51.2
4675,09/29/2021,CT,68.6,76.1
4676,09/29/2021,ID,41.5,47.0
4677,09/29/2021,AL,42.5,52.6
4678,09/29/2021,IL,53.5,68.4
4679,09/29/2021,DE,57.6,66.3
4680,09/29/2021,IH2,35.9,43.3
4681,09/29/2021,NH,61.5,69.7
4682,09/29/2021,MN,58.1,63.5
4683,09/29/2021,NC,49.7,59.6
4684,09/29/2021,NE,54.6,59.4
4685,09/29/2021,OH,50.2,54.2
4686,09/29/2021,OR,60.7,66.5
4687,09/29/2021,MP,59.9,62.8
4688,09/29/2021,RP,86.7,98.9
4689,09/29/2021,KS,51.1,59.8
4690,09/29/2021,UT,50.5,58.9
4691,09/29/2021,DD2,0.0,0.0
4692,09/29/2021,NV,50.7,60.7
4693,09/29/2021,KY,52.2,60.6
4694,09/29/2021,TX,51.0,59.5
4695,09/28/2021,RP,86.7,98.9
4696,09/28/2021,BP2,0.0,0.0
4697,09/28/2021,DC,60.0,70.6
4698,09/28/2021,GA,45.1,54.7
4699,09/28/2021,FL,57.1,66.8
4700,09/28/2021,FM,37.1,42.9
4701,09/28/2021,LA,45.3,51.6
4702,09/28/2021,WV,40.4,48.1
4703,09/28/2021,IA,53.9,58.0
4704,09/28/2021,NH,61.4,69.5
4705,09/28/2021,UT,50.4,58.8
4706,09/28/2021,ME,68.4,74.0
4707,09/28/2021,PR,70.2,79.1
4708,09/28/2021,NM,62.9,72.4
4709,09/28/2021,NJ,64.2,72.4
4710,09/28/2021,LTC,0.0,0.0
4711,09/28/2021,KS,51.0,59.6
4712,09/28/2021,MP,59.8,62.8
4713,09/28/2021,ND,43.9,50.8
4714,09/28/2021,CA,58.9,71.6
4715,09/28/2021,AL,42.5,52.6
4716,09/28/2021,IH2,35.9,43.3
4717,09/28/2021,CO,59.2,65.5
4718,09/28/2021,MT,48.3,54.6
4719,09/28/2021,VI,44.2,51.1
4720,09/28/2021,WY,41.4,48.3
4721,09/28/2021,DD2,0.0,0.0
4722,09/28/2021,OK,47.4,56.4
4723,09/28/2021,RI,68.1,75.0
4724,09/28/2021,VA,60.4,68.3
4725,09/28/2021,GU,67.7,76.6
4726,09/28/2021,MD,64.0,70.5
4727,09/28/2021,AZ,51.0,59.2
4728,09/28/2021,AK,50.4,57.1
4729,09/28/2021,CT,68.6,76.0
4730,09/28/2021,MA,67.8,77.3
4731,09/28/2021,NE,54.6,59.3
4732,09/28/2021,ID,41.5,46.9
4733,09/28/2021,IL,53.4,68.3
4734,09/28/2021,AR,45.4,55.6
4735,09/28/2021,OR,60.6,66.4
4736,09/28/2021,AS,50.7,61.2
4737,09/28/2021,KY,52.1,60.5
4738,09/28/2021,MI,52.2,56.9
4739,09/28/2021,DE,57.3,66.0
4740,09/28/2021,WI,56.3,60.8
4741,09/28/2021,HI,57.7,76.6
4742,09/28/2021,TN,45.2,52.6
4743,09/28/2021,TX,51.0,59.4
4744,09/28/2021,US,55.5,64.4
4745,09/28/2021,NC,49.6,59.4
4746,09/28/2021,OH,50.1,54.1
4747,09/28/2021,SD,51.6,59.0
4748,09/28/2021,NY,63.6,71.1
4749,09/28/2021,NV,50.6,60.6
4750,09/28/2021,MS,43.1,49.9
4751,09/28/2021,SC,47.1,55.1
4752,09/28/2021,PA,57.7,72.2
4753,09/28/2021,MO,47.7,54.7
4754,09/28/2021,IN,48.3,52.1
4755,09/28/2021,VT,69.4,77.6
4756,09/28/2021,VA2,0.0,0.0
4757,09/28/2021,MN,58.0,63.4
4758,09/28/2021,WA,60.7,67.1
4759,09/28/2021,MH,33.6,38.7
4760,09/27/2021,ME,68.2,73.8
4761,09/27/2021,NE,54.5,59.3
4762,09/27/2021,VA,60.3,68.2
4763,09/27/2021,CA,58.8,71.5
4764,09/27/2021,GU,67.4,76.4
4765,09/27/2021,WA,60.4,66.9
4766,09/27/2021,UT,50.3,58.7
4767,09/27/2021,AL,42.3,52.5
4768,09/27/2021,NC,49.6,59.3
4769,09/27/2021,MH,33.6,38.7
4770,09/27/2021,VA2,0.0,0.0
4771,09/27/2021,DD2,0.0,0.0
4772,09/27/2021,KS,50.9,59.6
4773,09/27/2021,MA,67.8,77.2
4774,09/27/2021,MD,63.9,70.4
4775,09/27/2021,FL,57.0,66.7
4776,09/27/2021,SC,47.0,55.0
4777,09/27/2021,LA,45.2,51.6
4778,09/27/2021,OR,60.6,66.4
4779,09/27/2021,NJ,64.1,72.3
4780,09/27/2021,CT,68.5,75.9
4781,09/27/2021,GA,45.1,54.7
4782,09/27/2021,WY,41.2,48.1
4783,09/27/2021,RP,86.7,98.9
4784,09/27/2021,WI,56.3,60.8
4785,09/27/2021,LTC,0.0,0.0
4786,09/27/2021,WV,40.4,48.1
4787,09/27/2021,US,55.4,64.4
4788,09/27/2021,MT,48.2,54.5
4789,09/27/2021,IL,53.3,68.2
4790,09/27/2021,AZ,50.9,59.1
4791,09/27/2021,DE,57.3,66.0
4792,09/27/2021,NY,63.5,71.0
4793,09/27/2021,AR,45.4,55.6
4794,09/27/2021,MI,52.2,56.9
4795,09/27/2021,NM,62.9,72.3
4796,09/27/2021,PA,57.6,72.1
4797,09/27/2021,TN,45.0,52.4
4798,09/27/2021,OK,47.4,56.3
4799,09/27/2021,AS,50.7,61.2
4800,09/27/2021,HI,57.7,76.5
4801,09/27/2021,OH,50.1,54.1
4802,09/27/2021,RI,68.0,75.0
4803,09/27/2021,AK,50.4,57.1
4804,09/27/2021,FM,36.9,42.8
4805,09/27/2021,IH2,35.9,43.3
4806,09/27/2021,TX,51.0,59.7
4807,09/27/2021,CO,59.2,65.4
4808,09/27/2021,MP,59.7,62.7
4809,09/27/2021,ID,41.4,46.8
4810,09/27/2021,DC,60.0,70.5
4811,09/27/2021,NH,61.4,69.4
4812,09/27/2021,IA,53.7,57.9
4813,09/27/2021,IN,48.3,52.1
4814,09/27/2021,ND,43.9,50.8
4815,09/27/2021,NV,50.6,60.5
4816,09/27/2021,VT,69.3,77.6
4817,09/27/2021,MS,43.1,49.9
4818,09/27/2021,SD,51.4,58.8
4819,09/27/2021,PR,70.1,79.1
4820,09/27/2021,MN,58.0,63.4
4821,09/27/2021,VI,44.1,51.0
4822,09/27/2021,BP2,0.0,0.0
4823,09/27/2021,KY,52.0,60.4
4824,09/27/2021,MO,47.6,54.6
4825,09/26/2021,DE,57.3,66.0
4826,09/26/2021,OH,50.0,54.0
4827,09/26/2021,MI,52.1,56.8
4828,09/26/2021,AK,49.8,56.8
4829,09/26/2021,AR,45.3,55.5
4830,09/26/2021,NY,63.4,70.9
4831,09/26/2021,NJ,64.1,72.2
4832,09/26/2021,ND,43.9,50.8
4833,09/26/2021,US,55.3,64.3
4834,09/26/2021,KS,50.8,59.5
4835,09/26/2021,CO,59.1,65.4
4836,09/26/2021,GU,67.4,76.4
4837,09/26/2021,GA,45.1,54.6
4838,09/26/2021,WA,60.4,66.9
4839,09/26/2021,VA,60.3,68.1
4840,09/26/2021,MT,48.2,54.5
4841,09/26/2021,AS,50.1,60.5
4842,09/26/2021,TN,45.0,52.4
4843,09/26/2021,BP2,0.0,0.0
4844,09/26/2021,MA,67.7,77.2
4845,09/26/2021,NM,62.8,72.3
4846,09/26/2021,IN,48.2,52.0
4847,09/26/2021,VI,44.1,51.0
4848,09/26/2021,WI,56.2,60.8
4849,09/26/2021,AL,42.2,52.4
4850,09/26/2021,MS,43.1,49.9
4851,09/26/2021,SD,51.4,58.7
4852,09/26/2021,FM,36.6,42.7
4853,09/26/2021,MO,47.6,54.6
4854,09/26/2021,IL,53.3,68.2
4855,09/26/2021,LA,45.1,51.5
4856,09/26/2021,PR,69.9,78.9
4857,09/26/2021,CT,68.5,75.9
4858,09/26/2021,MP,59.7,62.7
4859,09/26/2021,OR,60.4,66.3
4860,09/26/2021,NV,50.5,60.5
4861,09/26/2021,VA2,0.0,0.0
4862,09/26/2021,DC,59.9,70.4
4863,09/26/2021,CA,58.8,71.5
4864,09/26/2021,WY,41.2,48.0
4865,09/26/2021,TX,51.0,59.7
4866,09/26/2021,ID,41.4,46.8
4867,09/26/2021,RP,86.6,98.7
4868,09/26/2021,VT,69.3,77.5
4869,09/26/2021,IH2,35.8,43.2
4870,09/26/2021,DD2,0.0,0.0
4871,09/26/2021,KY,52.0,60.4
4872,09/26/2021,PA,57.6,72.1
4873,09/26/2021,RI,67.9,74.9
4874,09/26/2021,OK,47.3,56.3
4875,09/26/2021,UT,50.3,58.7
4876,09/26/2021,ME,68.2,73.8
4877,09/26/2021,MD,63.9,70.4
4878,09/26/2021,IA,53.7,57.9
4879,09/26/2021,NH,61.3,69.2
4880,09/26/2021,MH,33.6,38.6
4881,09/26/2021,NE,54.4,59.2
4882,09/26/2021,SC,46.9,54.9
4883,09/26/2021,MN,58.0,63.4
4884,09/26/2021,NC,49.4,59.0
4885,09/26/2021,WV,40.3,48.1
4886,09/26/2021,FL,56.9,66.7
4887,09/26/2021,HI,57.6,76.5
4888,09/26/2021,AZ,50.9,59.1
4889,09/26/2021,LTC,0.0,0.0
4890,09/25/2021,CT,68.4,75.7
4891,09/25/2021,AS,50.1,60.5
4892,09/25/2021,KY,51.9,60.3
4893,09/25/2021,WY,41.1,48.0
4894,09/25/2021,NY,63.2,70.7
4895,09/25/2021,MP,59.7,62.7
4896,09/25/2021,LTC,0.0,0.0
4897,09/25/2021,LA,45.0,51.5
4898,09/25/2021,MS,43.1,49.9
4899,09/25/2021,AK,49.8,56.8
4900,09/25/2021,HI,57.5,76.4
4901,09/25/2021,SC,46.7,54.8
4902,09/25/2021,NH,61.3,69.1
4903,09/25/2021,NE,54.4,59.1
4904,09/25/2021,UT,50.3,58.7
4905,09/25/2021,AZ,50.8,59.0
4906,09/25/2021,ME,68.2,73.8
4907,09/25/2021,IN,48.1,52.0
4908,09/25/2021,WA,60.4,66.9
4909,09/25/2021,IL,53.2,68.1
4910,09/25/2021,TN,45.0,52.4
4911,09/25/2021,TX,50.9,59.6
4912,09/25/2021,US,55.2,64.2
4913,09/25/2021,CO,59.0,65.3
4914,09/25/2021,VI,44.1,51.0
4915,09/25/2021,RP,86.6,98.7
4916,09/25/2021,NC,49.3,58.9
4917,09/25/2021,MD,63.8,70.3
4918,09/25/2021,MO,47.5,54.6
4919,09/25/2021,OR,60.4,66.3
4920,09/25/2021,OH,49.9,54.0
4921,09/25/2021,AR,45.2,55.5
4922,09/25/2021,IA,53.7,57.9
4923,09/25/2021,PA,57.5,71.9
4924,09/25/2021,MA,67.6,77.1
4925,09/25/2021,DC,59.8,70.3
4926,09/25/2021,KS,50.7,59.5
4927,09/25/2021,WV,40.3,48.0
4928,09/25/2021,MH,33.6,38.6
4929,09/25/2021,NJ,64.0,72.1
4930,09/25/2021,SD,51.3,58.7
4931,09/25/2021,NM,62.7,72.2
4932,09/25/2021,ND,43.8,50.7
4933,09/25/2021,BP2,0.0,0.0
4934,09/25/2021,ID,41.3,46.7
4935,09/25/2021,MN,57.9,63.3
4936,09/25/2021,VA,60.1,68.0
4937,09/25/2021,VA2,0.0,0.0
4938,09/25/2021,GA,45.1,54.6
4939,09/25/2021,PR,69.9,78.9
4940,09/25/2021,FL,56.7,66.6
4941,09/25/2021,NV,50.4,60.4
4942,09/25/2021,VT,69.2,77.4
4943,09/25/2021,IH2,35.8,43.2
4944,09/25/2021,MI,52.1,56.7
4945,09/25/2021,FM,36.6,42.7
4946,09/25/2021,MT,48.2,54.5
4947,09/25/2021,OK,47.1,56.2
4948,09/25/2021,WI,56.1,60.7
4949,09/25/2021,AL,42.0,52.3
4950,09/25/2021,CA,58.6,71.4
4951,09/25/2021,RI,67.8,74.8
4952,09/25/2021,GU,67.1,76.1
4953,09/25/2021,DE,57.3,65.9
4954,09/25/2021,DD2,0.0,0.0
4955,09/24/2021,AZ,50.7,58.9
4956,09/24/2021,AK,49.7,56.8
4957,09/24/2021,NV,50.3,60.3
4958,09/24/2021,VI,44.0,50.9
4959,09/24/2021,DE,57.3,65.9
4960,09/24/2021,HI,57.4,76.4
4961,09/24/2021,PR,69.6,78.8
4962,09/24/2021,MS,42.9,49.8
4963,09/24/2021,RP,85.4,98.5
4964,09/24/2021,NM,62.6,72.1
4965,09/24/2021,TN,44.8,52.3
4966,09/24/2021,CA,58.5,71.3
4967,09/24/2021,NE,54.3,59.1
4968,09/24/2021,FL,56.6,66.5
4969,09/24/2021,MN,57.8,63.2
4970,09/24/2021,LA,44.9,51.4
4971,09/24/2021,RI,67.7,74.7
4972,09/24/2021,GU,67.1,76.1
4973,09/24/2021,NH,61.3,69.0
4974,09/24/2021,TX,50.8,59.5
4975,09/24/2021,MO,47.4,54.4
4976,09/24/2021,SC,46.5,54.7
4977,09/24/2021,ME,68.0,73.7
4978,09/24/2021,CT,68.3,75.7
4979,09/24/2021,IL,53.1,68.0
4980,09/24/2021,MA,67.6,77.0
4981,09/24/2021,LTC,0.0,0.0
4982,09/24/2021,NJ,63.9,72.0
4983,09/24/2021,DD2,0.0,0.0
4984,09/24/2021,FM,36.6,42.7
4985,09/24/2021,OR,60.3,66.2
4986,09/24/2021,NC,49.2,58.8
4987,09/24/2021,ND,43.7,50.6
4988,09/24/2021,AR,45.1,55.4
4989,09/24/2021,BP2,0.0,0.0
4990,09/24/2021,MT,48.1,54.4
4991,09/24/2021,IH2,35.7,43.2
4992,09/24/2021,MP,59.6,62.6
4993,09/24/2021,OK,47.0,56.1
4994,09/24/2021,OH,49.9,53.9
4995,09/24/2021,VT,69.2,77.4
4996,09/24/2021,CO,59.0,65.2
4997,09/24/2021,KS,50.6,59.4
4998,09/24/2021,MH,33.6,38.6
4999,09/24/2021,AL,41.8,52.2
5000,09/24/2021,WV,40.3,48.0
5001,09/24/2021,KY,51.6,60.1
5002,09/24/2021,UT,50.2,58.6
5003,09/24/2021,GA,44.9,54.5
5004,09/24/2021,IN,48.1,51.9
5005,09/24/2021,ID,41.2,46.6
5006,09/24/2021,AS,49.5,60.2
5007,09/24/2021,NY,63.1,70.6
5008,09/24/2021,WY,41.0,48.0
5009,09/24/2021,MD,63.7,70.2
5010,09/24/2021,PA,57.4,71.8
5011,09/24/2021,VA,60.0,67.9
5012,09/24/2021,DC,59.6,70.1
5013,09/24/2021,VA2,0.0,0.0
5014,09/24/2021,WI,56.0,60.6
5015,09/24/2021,IA,53.6,57.8
5016,09/24/2021,MI,52.0,56.7
5017,09/24/2021,SD,51.2,58.6
5018,09/24/2021,US,55.1,64.1
5019,09/24/2021,WA,60.3,66.8
5020,09/23/2021,MP,59.6,62.6
5021,09/23/2021,OH,49.8,53.8
5022,09/23/2021,LA,44.8,51.3
5023,09/23/2021,PA,57.3,71.7
5024,09/23/2021,MO,47.3,54.4
5025,09/23/2021,WV,40.2,47.9
5026,09/23/2021,ME,68.0,73.6
5027,09/23/2021,MD,63.6,70.1
5028,09/23/2021,WI,55.9,60.6
5029,09/23/2021,NH,61.2,69.0
5030,09/23/2021,DD2,0.0,0.0
5031,09/23/2021,IA,53.6,57.7
5032,09/23/2021,WY,41.0,47.9
5033,09/23/2021,CO,58.9,65.1
5034,09/23/2021,MI,51.9,56.6
5035,09/23/2021,VI,43.9,50.9
5036,09/23/2021,NM,62.5,72.0
5037,09/23/2021,NE,54.2,59.0
5038,09/23/2021,AS,49.5,60.2
5039,09/23/2021,BP2,0.0,0.0
5040,09/23/2021,DC,59.5,69.9
5041,09/23/2021,NY,63.0,70.4
5042,09/23/2021,VT,69.1,77.3
5043,09/23/2021,SC,46.4,54.6
5044,09/23/2021,AL,41.7,52.1
5045,09/23/2021,OK,46.9,56.0
5046,09/23/2021,VA,59.8,67.8
5047,09/23/2021,AR,45.0,55.3
5048,09/23/2021,FM,36.4,42.6
5049,09/23/2021,KS,50.5,59.3
5050,09/23/2021,MH,33.5,38.6
5051,09/23/2021,LTC,0.0,0.0
5052,09/23/2021,TX,50.6,59.5
5053,09/23/2021,GU,66.4,75.5
5054,09/23/2021,UT,50.0,58.5
5055,09/23/2021,RI,67.5,74.6
5056,09/23/2021,NV,50.2,60.2
5057,09/23/2021,WA,60.2,66.7
5058,09/23/2021,AK,49.7,56.8
5059,09/23/2021,MS,42.6,49.6
5060,09/23/2021,NC,49.0,58.7
