,Date,Location,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct
11390,06/17/2021,WY,33.3,38.3
11391,06/17/2021,AL,31.5,38.7
11392,06/17/2021,IL,43.7,57.8
11393,06/17/2021,IA,46.4,50.6
11394,06/17/2021,NC,38.2,44.4
11395,06/17/2021,VT,63.3,72.7
11396,06/17/2021,WV,35.9,42.3
11397,06/17/2021,GU,49.8,58.7
11398,06/17/2021,SC,36.5,42.6
11399,06/17/2021,LTC,0.0,0.0
11400,06/17/2021,DE,47.0,56.8
11401,06/17/2021,CT,58.2,65.6
11402,06/17/2021,SD,44.3,49.7
11403,06/17/2021,TN,34.1,40.6
11404,06/17/2021,FL,43.3,52.0
11405,06/17/2021,RI,56.4,63.3
11406,06/17/2021,PR,42.0,54.8
11407,06/17/2021,NH,54.3,61.5
11408,06/17/2021,MD,53.2,60.2
11409,06/17/2021,MA,59.1,69.1
11410,06/17/2021,AS,36.4,44.3
11411,06/17/2021,IH2,30.9,37.9
11412,06/17/2021,MO,37.0,43.7
11413,06/17/2021,VA2,0.0,0.0
11414,06/17/2021,RP,69.9,77.3
11415,06/17/2021,OR,50.7,57.4
11416,06/17/2021,NM,51.4,60.1
11417,06/17/2021,WA,51.9,59.6
11418,06/17/2021,ND,37.9,43.2
11419,06/17/2021,DC,49.9,59.5
11420,06/17/2021,MS,28.7,35.4
11421,06/17/2021,VI,32.1,38.0
11422,06/17/2021,WI,47.3,52.7
11423,06/17/2021,GA,34.8,41.9
11424,06/17/2021,MT,41.2,46.9
11425,06/17/2021,TX,39.1,46.9
11426,06/17/2021,FM,22.7,27.3
11427,06/17/2021,AR,32.9,40.9
11428,06/17/2021,MN,49.6,56.0
11429,06/17/2021,PA,47.8,61.4
11430,06/17/2021,LA,33.4,37.2
11431,06/17/2021,NY,51.4,58.5
11432,06/17/2021,BP2,0.0,0.0
11433,06/17/2021,OK,36.6,43.7
11434,06/17/2021,US,44.5,53.0
11435,06/17/2021,KY,41.6,48.4
11436,06/17/2021,CO,49.4,56.6
11437,06/17/2021,NJ,53.7,63.3
11438,06/17/2021,DD2,0.0,0.0
11439,06/17/2021,CA,47.5,59.5
11440,06/17/2021,ME,59.3,65.4
11441,06/17/2021,NV,39.8,47.8
11442,06/17/2021,HI,50.3,68.7
11443,06/17/2021,AZ,38.6,48.3
11444,06/17/2021,KS,40.6,48.2
11445,06/17/2021,AK,41.4,47.6
11446,06/17/2021,MI,45.5,50.5
11447,06/17/2021,MP,43.7,49.2
11448,06/17/2021,UT,35.9,47.3
11449,06/17/2021,IN,38.5,43.5
11450,06/17/2021,MH,25.2,29.2
11451,06/17/2021,NE,45.0,50.0
11452,06/17/2021,VA,49.3,57.7
11453,06/17/2021,ID,34.9,38.9
11454,06/17/2021,OH,43.1,47.4
11455,06/16/2021,MN,49.3,55.9
11456,06/16/2021,MI,44.9,50.3
11457,06/16/2021,IH2,30.7,37.8
11458,06/16/2021,MD,53.0,60.0
11459,06/16/2021,KS,40.4,48.1
11460,06/16/2021,NJ,53.3,63.1
11461,06/16/2021,MP,43.4,49.1
11462,06/16/2021,HI,50.1,68.6
11463,06/16/2021,PA,47.2,61.1
11464,06/16/2021,IA,46.2,50.4
11465,06/16/2021,ID,34.6,38.7
11466,06/16/2021,MT,40.8,46.7
11467,06/16/2021,ME,58.8,65.2
11468,06/16/2021,NE,44.6,49.8
11469,06/16/2021,CT,57.9,65.5
11470,06/16/2021,VT,62.9,72.6
11471,06/16/2021,PR,41.5,54.5
11472,06/16/2021,LTC,0.0,0.0
11473,06/16/2021,RP,69.8,77.1
11474,06/16/2021,SD,44.1,49.5
11475,06/16/2021,MH,25.2,29.2
11476,06/16/2021,AZ,38.1,48.0
11477,06/16/2021,WY,33.2,38.3
11478,06/16/2021,US,44.1,52.7
11479,06/16/2021,BP2,0.0,0.0
11480,06/16/2021,NY,51.0,58.3
11481,06/16/2021,AL,30.8,37.2
11482,06/16/2021,AR,32.8,40.8
11483,06/16/2021,CO,49.2,56.5
11484,06/16/2021,MO,36.7,43.5
11485,06/16/2021,NM,51.0,59.8
11486,06/16/2021,OK,36.1,43.5
11487,06/16/2021,MS,28.5,35.2
11488,06/16/2021,GA,33.9,41.3
11489,06/16/2021,WA,51.1,59.2
11490,06/16/2021,NH,54.1,61.4
11491,06/16/2021,DC,49.6,59.2
11492,06/16/2021,VI,31.9,37.9
11493,06/16/2021,FM,22.6,27.3
11494,06/16/2021,TX,38.7,46.6
11495,06/16/2021,FL,42.7,51.6
11496,06/16/2021,VA,49.3,57.6
11497,06/16/2021,DD2,0.0,0.0
11498,06/16/2021,RI,55.7,63.0
11499,06/16/2021,OH,42.7,47.3
11500,06/16/2021,SC,36.3,42.4
11501,06/16/2021,NC,38.1,44.3
11502,06/16/2021,VA2,0.0,0.0
11503,06/16/2021,KY,41.0,48.2
11504,06/16/2021,GU,48.7,57.9
11505,06/16/2021,IL,43.1,57.3
11506,06/16/2021,OR,50.4,57.2
11507,06/16/2021,WV,35.8,42.2
11508,06/16/2021,NV,39.6,47.7
11509,06/16/2021,UT,35.4,47.1
11510,06/16/2021,IN,38.1,43.3
11511,06/16/2021,WI,46.9,52.5
11512,06/16/2021,DE,46.6,56.6
11513,06/16/2021,TN,33.9,40.5
11514,06/16/2021,LA,33.3,37.1
11515,06/16/2021,AS,36.4,44.3
11516,06/16/2021,AK,41.3,47.5
11517,06/16/2021,ND,37.8,43.1
11518,06/16/2021,CA,47.2,59.4
11519,06/16/2021,MA,58.3,68.7
11520,06/15/2021,CT,57.6,65.3
11521,06/15/2021,NC,38.0,44.3
11522,06/15/2021,MP,43.2,48.8
11523,06/15/2021,NE,44.6,49.8
11524,06/15/2021,WY,33.2,38.3
11525,06/15/2021,AS,36.1,44.1
11526,06/15/2021,MT,40.8,46.7
11527,06/15/2021,CO,48.5,56.2
11528,06/15/2021,RP,69.8,77.1
11529,06/15/2021,LA,33.1,37.0
11530,06/15/2021,ME,58.7,65.2
11531,06/15/2021,PA,47.2,61.1
11532,06/15/2021,SC,36.1,42.3
11533,06/15/2021,NH,53.7,61.3
11534,06/15/2021,AR,32.7,40.7
11535,06/15/2021,ID,34.6,38.7
11536,06/15/2021,OH,42.6,47.2
11537,06/15/2021,PR,41.2,54.2
11538,06/15/2021,MD,52.2,59.7
11539,06/15/2021,NM,50.6,59.5
11540,06/15/2021,NV,39.2,47.5
11541,06/15/2021,DE,46.6,56.6
11542,06/15/2021,MA,58.3,68.7
11543,06/15/2021,KY,41.0,48.1
11544,06/15/2021,LTC,0.0,0.0
11545,06/15/2021,WI,46.9,52.5
11546,06/15/2021,IL,43.1,57.3
11547,06/15/2021,VA2,0.0,0.0
11548,06/15/2021,WV,35.8,42.2
11549,06/15/2021,FL,42.7,51.6
11550,06/15/2021,GA,33.9,41.3
11551,06/15/2021,AZ,38.1,48.0
11552,06/15/2021,UT,35.4,47.1
11553,06/15/2021,DC,49.3,59.0
11554,06/15/2021,IN,38.1,43.3
11555,06/15/2021,AK,41.1,47.4
11556,06/15/2021,IH2,30.7,37.8
11557,06/15/2021,OK,36.1,43.5
11558,06/15/2021,NJ,53.0,62.9
11559,06/15/2021,BP2,0.0,0.0
11560,06/15/2021,ND,37.7,43.1
11561,06/15/2021,MN,49.1,55.8
11562,06/15/2021,TX,38.3,46.3
11563,06/15/2021,VA,48.8,57.4
11564,06/15/2021,HI,49.8,68.5
11565,06/15/2021,NY,50.6,58.1
11566,06/15/2021,WA,51.1,59.2
11567,06/15/2021,AL,30.6,37.1
11568,06/15/2021,OR,50.0,57.1
11569,06/15/2021,TN,33.8,40.4
11570,06/15/2021,FM,21.9,26.6
11571,06/15/2021,IA,46.2,50.4
11572,06/15/2021,MS,28.5,35.2
11573,06/15/2021,MI,44.9,50.3
11574,06/15/2021,GU,48.7,57.9
11575,06/15/2021,KS,40.2,48.1
11576,06/15/2021,MH,25.2,29.2
11577,06/15/2021,MO,36.7,43.5
11578,06/15/2021,VT,62.7,72.5
11579,06/15/2021,CA,46.8,59.1
11580,06/15/2021,DD2,0.0,0.0
11581,06/15/2021,SD,44.1,49.5
11582,06/15/2021,VI,31.8,37.7
11583,06/15/2021,RI,55.7,63.0
11584,06/15/2021,US,43.9,52.6
11585,06/14/2021,KY,40.8,48.1
11586,06/14/2021,CO,48.3,56.1
11587,06/14/2021,MN,48.9,55.8
11588,06/14/2021,LA,33.0,37.0
11589,06/14/2021,MP,42.6,48.4
11590,06/14/2021,NJ,52.4,62.6
11591,06/14/2021,AK,41.1,47.4
11592,06/14/2021,IL,42.9,57.2
11593,06/14/2021,AS,35.8,43.7
11594,06/14/2021,NC,37.8,44.2
11595,06/14/2021,IH2,30.6,37.8
11596,06/14/2021,PA,47.0,60.9
11597,06/14/2021,WV,35.7,42.2
11598,06/14/2021,BP2,0.0,0.0
11599,06/14/2021,MD,52.0,59.5
11600,06/14/2021,GU,48.7,57.8
11601,06/14/2021,DE,46.3,56.5
11602,06/14/2021,WA,50.7,59.1
11603,06/14/2021,VA2,0.0,0.0
11604,06/14/2021,WY,33.0,38.2
11605,06/14/2021,ND,37.7,43.0
11606,06/14/2021,IN,38.0,43.2
11607,06/14/2021,VT,61.9,72.4
11608,06/14/2021,NV,39.1,47.4
11609,06/14/2021,OR,49.5,56.9
11610,06/14/2021,LTC,0.0,0.0
11611,06/14/2021,RP,69.7,77.1
11612,06/14/2021,FL,42.4,51.5
11613,06/14/2021,FM,21.7,26.4
11614,06/14/2021,ID,34.5,38.6
11615,06/14/2021,TN,33.6,40.3
11616,06/14/2021,MO,36.5,43.4
11617,06/14/2021,PR,40.8,54.1
11618,06/14/2021,CT,57.2,65.2
11619,06/14/2021,HI,49.5,68.4
11620,06/14/2021,DC,49.1,58.9
11621,06/14/2021,NM,50.2,59.3
11622,06/14/2021,MS,28.1,34.9
11623,06/14/2021,VI,31.6,37.6
11624,06/14/2021,NH,53.2,61.1
11625,06/14/2021,TX,38.1,46.2
11626,06/14/2021,CA,46.6,59.0
11627,06/14/2021,ME,58.0,65.0
11628,06/14/2021,MT,40.6,46.6
11629,06/14/2021,DD2,0.0,0.0
11630,06/14/2021,US,43.7,52.5
11631,06/14/2021,AL,30.6,37.0
11632,06/14/2021,OH,42.3,47.2
11633,06/14/2021,AR,32.6,40.7
11634,06/14/2021,SC,36.0,42.3
11635,06/14/2021,SD,43.9,49.3
11636,06/14/2021,GA,33.9,41.3
11637,06/14/2021,NY,50.3,58.0
11638,06/14/2021,VA,48.4,57.2
11639,06/14/2021,KS,40.0,47.9
11640,06/14/2021,UT,34.7,46.7
11641,06/14/2021,MI,44.7,50.2
11642,06/14/2021,WI,46.8,52.4
11643,06/14/2021,AZ,38.0,47.9
11644,06/14/2021,OK,35.2,42.6
11645,06/14/2021,MA,58.0,68.6
11646,06/14/2021,IA,45.9,50.4
11647,06/14/2021,NE,44.2,49.6
11648,06/14/2021,RI,55.4,62.9
11649,06/14/2021,MH,25.2,29.2
11650,06/13/2021,MT,40.5,46.6
11651,06/13/2021,MH,24.6,28.9
11652,06/13/2021,PR,40.5,53.8
11653,06/13/2021,NM,50.1,59.2
11654,06/13/2021,US,43.4,52.4
11655,06/13/2021,CA,46.4,58.9
11656,06/13/2021,IL,42.2,57.0
11657,06/13/2021,VI,31.5,37.6
11658,06/13/2021,VA,48.2,57.2
11659,06/13/2021,AR,32.4,40.6
11660,06/13/2021,FL,41.7,51.2
11661,06/13/2021,ME,58.0,65.0
11662,06/13/2021,FM,21.5,26.0
11663,06/13/2021,OK,34.8,42.4
11664,06/13/2021,CO,48.2,56.1
11665,06/13/2021,ND,37.6,43.0
11666,06/13/2021,DC,48.5,58.6
11667,06/13/2021,IH2,30.5,37.7
11668,06/13/2021,KS,39.9,47.9
11669,06/13/2021,VT,61.2,72.2
11670,06/13/2021,GA,33.8,41.3
11671,06/13/2021,WA,50.3,58.8
11672,06/13/2021,MS,28.1,34.9
11673,06/13/2021,VA2,0.0,0.0
11674,06/13/2021,MP,42.6,48.4
11675,06/13/2021,MD,51.6,59.4
11676,06/13/2021,UT,34.2,46.4
11677,06/13/2021,IN,37.3,43.0
11678,06/13/2021,PA,46.7,60.8
11679,06/13/2021,LTC,0.0,0.0
11680,06/13/2021,LA,32.5,36.8
11681,06/13/2021,IA,45.7,50.3
11682,06/13/2021,MN,48.6,55.6
11683,06/13/2021,NJ,52.5,62.7
11684,06/13/2021,RP,69.7,77.1
11685,06/13/2021,ID,34.0,38.5
11686,06/13/2021,BP2,0.0,0.0
11687,06/13/2021,NC,37.6,44.3
11688,06/13/2021,RI,55.1,62.7
11689,06/13/2021,DD2,0.0,0.0
11690,06/13/2021,NH,53.1,61.1
11691,06/13/2021,GU,47.8,57.8
11692,06/13/2021,NE,44.2,49.6
11693,06/13/2021,WI,46.4,52.3
11694,06/13/2021,AS,35.8,43.7
11695,06/13/2021,OH,42.1,47.1
11696,06/13/2021,WV,35.4,42.0
11697,06/13/2021,HI,49.1,68.1
11698,06/13/2021,AL,30.4,36.9
11699,06/13/2021,AZ,37.8,47.8
11700,06/13/2021,TN,33.0,40.2
11701,06/13/2021,MO,36.0,43.3
11702,06/13/2021,OR,49.2,56.8
11703,06/13/2021,WY,33.0,38.2
11704,06/13/2021,CT,56.9,65.1
11705,06/13/2021,AK,40.9,47.3
11706,06/13/2021,SC,35.8,42.2
11707,06/13/2021,KY,40.3,47.8
11708,06/13/2021,TX,37.9,46.1
11709,06/13/2021,MI,44.4,50.1
11710,06/13/2021,NY,50.0,57.8
11711,06/13/2021,MA,57.8,68.5
11712,06/13/2021,NV,38.9,47.3
11713,06/13/2021,SD,43.9,49.3
11714,06/13/2021,DE,46.0,56.3
11715,06/12/2021,PR,40.2,53.6
11716,06/12/2021,GU,46.8,57.0
11717,06/12/2021,NC,37.4,44.2
11718,06/12/2021,OK,34.7,42.3
11719,06/12/2021,OR,48.8,56.6
11720,06/12/2021,AZ,37.7,47.7
11721,06/12/2021,AR,32.3,40.5
11722,06/12/2021,VA2,0.0,0.0
11723,06/12/2021,MT,40.4,46.5
11724,06/12/2021,AK,40.8,47.2
11725,06/12/2021,NM,49.6,59.1
11726,06/12/2021,SC,35.5,42.0
11727,06/12/2021,DD2,0.0,0.0
11728,06/12/2021,MN,48.3,55.5
11729,06/12/2021,WI,46.2,52.2
11730,06/12/2021,WA,50.0,58.7
11731,06/12/2021,IH2,30.4,37.6
11732,06/12/2021,NJ,52.1,62.5
11733,06/12/2021,WV,35.3,42.0
11734,06/12/2021,AL,30.3,36.8
11735,06/12/2021,KS,39.7,47.8
11736,06/12/2021,UT,34.2,46.4
11737,06/12/2021,DC,48.2,58.4
11738,06/12/2021,MH,24.6,28.9
11739,06/12/2021,CO,48.0,55.9
11740,06/12/2021,US,43.1,52.2
11741,06/12/2021,RI,54.6,62.5
11742,06/12/2021,KY,40.1,47.7
11743,06/12/2021,IA,45.5,50.2
11744,06/12/2021,PA,46.4,60.6
11745,06/12/2021,ME,57.6,64.9
11746,06/12/2021,GA,33.8,41.3
11747,06/12/2021,LA,32.4,36.7
11748,06/12/2021,NH,53.1,61.1
11749,06/12/2021,FL,41.4,51.0
11750,06/12/2021,VA,47.9,57.0
11751,06/12/2021,FM,21.5,26.0
11752,06/12/2021,CA,46.1,58.7
11753,06/12/2021,BP2,0.0,0.0
11754,06/12/2021,TN,32.9,40.0
11755,06/12/2021,ID,33.9,38.4
11756,06/12/2021,OH,41.9,47.0
11757,06/12/2021,HI,49.1,68.1
11758,06/12/2021,RP,69.7,77.1
11759,06/12/2021,MA,57.4,68.4
11760,06/12/2021,CT,56.5,64.9
11761,06/12/2021,MI,44.1,49.9
11762,06/12/2021,MO,35.8,43.2
11763,06/12/2021,AS,35.5,43.4
11764,06/12/2021,VI,31.3,37.5
11765,06/12/2021,IN,37.1,42.9
11766,06/12/2021,WY,32.9,38.1
11767,06/12/2021,LTC,0.0,0.0
11768,06/12/2021,MP,42.2,48.3
11769,06/12/2021,NE,44.0,49.5
11770,06/12/2021,SD,43.7,49.2
11771,06/12/2021,ND,37.4,42.9
11772,06/12/2021,IL,42.0,56.8
11773,06/12/2021,NV,38.7,47.2
11774,06/12/2021,TX,37.8,46.0
11775,06/12/2021,VT,60.5,72.0
11776,06/12/2021,MS,28.1,34.9
11777,06/12/2021,DE,45.7,56.2
11778,06/12/2021,MD,51.1,59.1
11779,06/12/2021,NY,49.6,57.6
11780,06/11/2021,WY,32.6,37.9
11781,06/11/2021,US,42.8,52.0
11782,06/11/2021,AS,35.5,43.4
11783,06/11/2021,NJ,51.6,62.2
11784,06/11/2021,TN,32.7,39.9
11785,06/11/2021,FL,41.0,50.8
11786,06/11/2021,ND,37.3,42.8
11787,06/11/2021,SC,35.3,41.9
11788,06/11/2021,DC,48.0,58.3
11789,06/11/2021,AL,30.0,36.6
11790,06/11/2021,CT,56.1,64.7
11791,06/11/2021,GU,46.8,56.9
11792,06/11/2021,AK,40.6,47.1
11793,06/11/2021,DD2,0.0,0.0
11794,06/11/2021,VA2,0.0,0.0
11795,06/11/2021,IL,41.8,56.6
11796,06/11/2021,LA,32.2,36.6
11797,06/11/2021,NY,49.3,57.4
11798,06/11/2021,WA,49.6,58.4
11799,06/11/2021,MP,42.0,48.1
11800,06/11/2021,FM,21.3,25.9
11801,06/11/2021,VT,59.8,71.8
11802,06/11/2021,WV,35.1,41.8
11803,06/11/2021,PR,39.8,53.3
11804,06/11/2021,DE,45.4,56.1
11805,06/11/2021,NM,49.4,58.9
11806,06/11/2021,MT,40.2,46.4
11807,06/11/2021,ID,33.7,38.3
11808,06/11/2021,GA,33.8,41.3
11809,06/11/2021,MI,43.8,49.8
11810,06/11/2021,VA,47.6,56.9
11811,06/11/2021,NC,37.2,44.1
11812,06/11/2021,KY,39.8,47.5
11813,06/11/2021,MH,24.6,28.9
11814,06/11/2021,MD,50.6,58.9
11815,06/11/2021,OH,41.7,46.9
11816,06/11/2021,IA,45.3,50.1
11817,06/11/2021,WI,46.0,52.1
11818,06/11/2021,MS,28.1,34.9
11819,06/11/2021,RP,69.7,77.1
11820,06/11/2021,AR,32.1,40.4
11821,06/11/2021,AZ,37.4,47.5
11822,06/11/2021,LTC,0.0,0.0
11823,06/11/2021,BP2,0.0,0.0
11824,06/11/2021,NV,38.4,46.9
11825,06/11/2021,ME,57.2,64.7
11826,06/11/2021,UT,34.0,46.2
11827,06/11/2021,PA,46.1,60.3
11828,06/11/2021,MN,47.9,55.4
11829,06/11/2021,MA,57.1,68.2
11830,06/11/2021,TX,37.4,45.8
11831,06/11/2021,HI,49.1,68.1
11832,06/11/2021,IN,36.9,42.8
11833,06/11/2021,MO,35.6,43.1
11834,06/11/2021,CO,47.7,55.8
11835,06/11/2021,RI,54.2,62.4
11836,06/11/2021,VI,31.2,37.3
11837,06/11/2021,NE,43.8,49.4
11838,06/11/2021,OR,48.3,56.4
11839,06/11/2021,IH2,30.2,37.6
11840,06/11/2021,KS,39.6,47.7
11841,06/11/2021,OK,34.5,42.2
11842,06/11/2021,NH,52.9,61.0
11843,06/11/2021,CA,45.6,58.5
11844,06/11/2021,SD,43.5,49.0
11845,06/10/2021,DD2,0.0,0.0
11846,06/10/2021,IA,45.3,50.1
11847,06/10/2021,AR,32.1,40.4
11848,06/10/2021,MA,57.1,68.2
11849,06/10/2021,UT,33.6,46.0
11850,06/10/2021,IN,36.7,42.6
11851,06/10/2021,PA,45.9,60.1
11852,06/10/2021,FL,41.0,50.8
11853,06/10/2021,AL,29.8,36.4
11854,06/10/2021,MO,35.6,43.1
11855,06/10/2021,AS,35.2,43.1
11856,06/10/2021,CT,56.1,64.7
11857,06/10/2021,VI,31.1,37.2
11858,06/10/2021,IH2,30.2,37.5
11859,06/10/2021,ME,57.2,64.7
11860,06/10/2021,OR,48.0,56.2
11861,06/10/2021,VT,59.8,71.8
11862,06/10/2021,MP,41.7,47.9
11863,06/10/2021,CA,45.3,58.3
11864,06/10/2021,AZ,37.2,47.3
11865,06/10/2021,NV,38.2,46.7
11866,06/10/2021,VA,47.3,56.7
11867,06/10/2021,MT,40.2,46.4
11868,06/10/2021,NJ,51.2,62.0
11869,06/10/2021,TX,37.2,45.6
11870,06/10/2021,FM,21.2,25.8
11871,06/10/2021,GU,46.8,56.9
11872,06/10/2021,WV,35.0,41.8
11873,06/10/2021,ID,33.7,38.3
11874,06/10/2021,LA,32.2,36.6
11875,06/10/2021,OH,41.7,46.9
11876,06/10/2021,MN,47.9,55.4
11877,06/10/2021,RI,53.8,62.3
11878,06/10/2021,WA,49.3,58.3
11879,06/10/2021,IL,41.7,56.6
11880,06/10/2021,AK,40.5,47.0
11881,06/10/2021,RP,69.7,77.1
11882,06/10/2021,OK,34.5,42.2
11883,06/10/2021,DC,48.0,58.2
11884,06/10/2021,PR,39.8,53.3
11885,06/10/2021,LTC,0.0,0.0
11886,06/10/2021,HI,48.9,68.0
11887,06/10/2021,NE,43.8,49.4
11888,06/10/2021,WI,46.0,52.1
11889,06/10/2021,SC,35.3,41.9
11890,06/10/2021,MI,43.8,49.8
11891,06/10/2021,ND,37.2,42.7
11892,06/10/2021,MS,28.1,34.9
11893,06/10/2021,NM,49.2,58.8
11894,06/10/2021,SD,43.3,49.0
11895,06/10/2021,VA2,0.0,0.0
11896,06/10/2021,GA,33.8,41.3
11897,06/10/2021,KY,39.8,47.5
11898,06/10/2021,NY,49.0,57.2
11899,06/10/2021,TN,32.7,39.9
11900,06/10/2021,WY,32.6,37.9
11901,06/10/2021,CO,47.4,55.6
11902,06/10/2021,NH,52.6,60.9
11903,06/10/2021,US,42.6,51.9
11904,06/10/2021,MD,50.6,58.8
11905,06/10/2021,NC,37.2,44.1
11906,06/10/2021,BP2,0.0,0.0
11907,06/10/2021,DE,45.1,55.9
11908,06/10/2021,KS,39.4,47.6
11909,06/10/2021,MH,24.6,28.9
11910,06/09/2021,WA,49.0,58.1
11911,06/09/2021,RI,53.8,62.2
11912,06/09/2021,WI,45.8,52.0
11913,06/09/2021,AR,32.0,40.3
11914,06/09/2021,MP,41.5,47.6
11915,06/09/2021,VT,59.5,71.7
11916,06/09/2021,DC,47.8,58.1
11917,06/09/2021,KS,39.3,47.5
11918,06/09/2021,ND,37.1,42.7
11919,06/09/2021,NC,37.0,44.0
11920,06/09/2021,AK,40.2,46.9
11921,06/09/2021,LA,32.1,36.5
11922,06/09/2021,SD,43.1,48.8
11923,06/09/2021,DD2,0.0,0.0
11924,06/09/2021,NE,43.6,49.3
11925,06/09/2021,WY,32.6,37.8
11926,06/09/2021,VA,46.9,56.5
11927,06/09/2021,FM,21.2,25.8
11928,06/09/2021,RP,69.7,77.1
11929,06/09/2021,PR,39.4,52.9
11930,06/09/2021,MI,43.6,49.7
11931,06/09/2021,SC,35.2,41.7
11932,06/09/2021,AL,29.5,36.2
11933,06/09/2021,MT,40.0,46.3
11934,06/09/2021,OH,41.5,46.8
11935,06/09/2021,TN,32.5,39.8
11936,06/09/2021,NV,38.1,46.6
11937,06/09/2021,LTC,0.0,0.0
11938,06/09/2021,US,42.5,51.8
11939,06/09/2021,MO,35.4,43.0
11940,06/09/2021,GA,33.8,41.3
11941,06/09/2021,OK,34.4,42.1
11942,06/09/2021,CO,47.1,55.5
11943,06/09/2021,IA,45.1,50.0
11944,06/09/2021,IN,36.7,42.6
11945,06/09/2021,MH,24.4,28.9
11946,06/09/2021,PA,45.7,59.9
11947,06/09/2021,GU,46.8,56.9
11948,06/09/2021,VI,31.0,37.2
11949,06/09/2021,NJ,50.8,61.8
11950,06/09/2021,ME,56.8,64.5
11951,06/09/2021,NY,48.9,57.2
11952,06/09/2021,OR,48.0,56.2
11953,06/09/2021,VA2,0.0,0.0
11954,06/09/2021,ID,33.6,38.2
11955,06/09/2021,CA,45.3,58.3
11956,06/09/2021,MN,47.6,55.3
11957,06/09/2021,MD,50.2,58.7
11958,06/09/2021,BP2,0.0,0.0
11959,06/09/2021,HI,48.7,67.8
11960,06/09/2021,IL,41.5,56.4
11961,06/09/2021,MS,27.9,34.8
11962,06/09/2021,AZ,37.2,47.3
11963,06/09/2021,CT,55.7,64.5
11964,06/09/2021,AS,35.2,43.1
11965,06/09/2021,FL,40.7,50.6
11966,06/09/2021,NH,52.3,60.8
11967,06/09/2021,MA,56.8,68.0
11968,06/09/2021,UT,33.6,46.0
11969,06/09/2021,NM,49.0,58.7
11970,06/09/2021,WV,34.7,41.4
11971,06/09/2021,IH2,30.1,37.5
11972,06/09/2021,KY,39.5,47.3
11973,06/09/2021,DE,44.9,55.9
11974,06/09/2021,TX,37.0,45.4
11975,06/08/2021,SD,43.1,48.8
11976,06/08/2021,MT,39.9,46.2
11977,06/08/2021,MO,35.2,42.9
11978,06/08/2021,BP2,0.0,0.0
11979,06/08/2021,NY,48.7,57.0
11980,06/08/2021,US,42.3,51.7
11981,06/08/2021,AL,29.4,36.2
11982,06/08/2021,MN,47.4,55.2
11983,06/08/2021,LTC,0.0,0.0
11984,06/08/2021,IL,41.3,56.2
11985,06/08/2021,WY,32.5,37.8
11986,06/08/2021,KS,39.3,47.5
11987,06/08/2021,VA,46.9,56.5
11988,06/08/2021,OK,34.3,42.1
11989,06/08/2021,VI,30.8,37.0
11990,06/08/2021,PR,39.1,52.6
11991,06/08/2021,HI,48.5,67.7
11992,06/08/2021,OR,47.7,56.1
11993,06/08/2021,MA,56.5,67.9
11994,06/08/2021,NJ,50.8,61.8
11995,06/08/2021,IH2,30.0,37.4
11996,06/08/2021,OH,41.3,46.6
11997,06/08/2021,WV,34.7,41.4
11998,06/08/2021,FM,21.1,25.8
11999,06/08/2021,RP,69.7,77.1
12000,06/08/2021,MP,41.4,47.6
12001,06/08/2021,NM,49.0,58.7
12002,06/08/2021,PA,45.5,59.8
12003,06/08/2021,VT,59.4,71.7
12004,06/08/2021,MD,50.0,58.6
12005,06/08/2021,DD2,0.0,0.0
12006,06/08/2021,NH,52.3,60.8
12007,06/08/2021,GA,33.8,41.3
12008,06/08/2021,WI,45.7,51.9
12009,06/08/2021,LA,32.0,36.4
12010,06/08/2021,VA2,0.0,0.0
12011,06/08/2021,ND,37.1,42.7
12012,06/08/2021,AZ,37.1,47.2
12013,06/08/2021,MI,43.4,49.6
12014,06/08/2021,TX,36.8,45.3
12015,06/08/2021,AR,31.9,40.2
12016,06/08/2021,MH,24.2,28.8
12017,06/08/2021,FL,40.5,50.4
12018,06/08/2021,TN,32.4,39.7
12019,06/08/2021,CA,45.1,58.2
12020,06/08/2021,IA,44.9,49.9
12021,06/08/2021,MS,27.9,34.7
12022,06/08/2021,AK,40.2,46.9
12023,06/08/2021,CO,47.1,55.4
12024,06/08/2021,CT,55.5,64.4
12025,06/08/2021,DE,44.9,55.8
12026,06/08/2021,IN,36.5,42.5
12027,06/08/2021,ME,56.5,64.4
12028,06/08/2021,SC,35.1,41.7
12029,06/08/2021,NE,43.4,49.2
12030,06/08/2021,NV,38.1,46.6
12031,06/08/2021,AS,35.2,43.1
12032,06/08/2021,ID,33.5,38.1
12033,06/08/2021,WA,48.9,58.1
12034,06/08/2021,DC,47.6,58.0
12035,06/08/2021,NC,36.9,43.9
12036,06/08/2021,GU,46.2,56.3
12037,06/08/2021,RI,53.6,62.1
12038,06/08/2021,KY,39.4,47.3
12039,06/08/2021,UT,33.6,46.0
12040,06/07/2021,AZ,37.0,47.2
12041,06/07/2021,ND,37.1,42.6
12042,06/07/2021,NY,48.4,56.9
12043,06/07/2021,PR,39.0,52.6
12044,06/07/2021,AL,29.4,36.2
12045,06/07/2021,NJ,50.4,61.5
12046,06/07/2021,CT,55.2,64.3
12047,06/07/2021,FL,40.3,50.2
12048,06/07/2021,US,42.1,51.6
12049,06/07/2021,VA,46.5,56.3
12050,06/07/2021,IA,44.8,49.9
